Date,BBRM.JK,BESS.JK,BSML.JK,BULL.JK,CANI.JK,HAIS.JK,HATM.JK,HITS.JK,IPCC.JK,MITI.JK,NELY.JK,PSSI.JK,RIGS.JK,SHIP.JK,SMDR.JK,SOCI.JK,TCPI.JK,TMAS.JK,TPMA.JK,WINS.JK
2020-01-31,67.77452087402344,,,177.0,159.0,,,575.0,454.62274169921875,125.18495178222656,103.237548828125,137.12669372558594,270.0,674.2491455078125,35.924686431884766,142.0,6133.89990234375,6.701470375061035,198.10113525390625,91.0
2020-02-03,67.77452087402344,,,174.0,159.0,,,575.0,446.5044860839844,125.18495178222656,102.46710968017578,135.4645538330078,256.0,669.7542114257812,33.59623718261719,131.0,6084.03125,6.628629207611084,198.10113525390625,88.0
2020-02-04,67.77452087402344,,,178.0,159.0,,,550.0,478.97747802734375,125.18495178222656,102.46710968017578,135.4645538330078,242.0,665.2590942382812,33.928871154785156,130.0,6283.50732421875,6.5557861328125,195.33050537109375,97.0
2020-02-05,67.77452087402344,,,175.0,159.0,,,570.0,458.681884765625,125.18495178222656,102.46710968017578,137.12669372558594,242.0,669.7542114257812,34.26150894165039,138.0,6283.50732421875,6.5557861328125,198.10113525390625,92.0
2020-02-06,67.77452087402344,,,174.0,159.0,,,580.0,458.681884765625,125.18495178222656,107.0896987915039,137.12669372558594,302.0,669.7542114257812,34.26150894165039,141.0,6358.31103515625,6.701470375061035,200.87179565429688,96.0
2020-02-07,67.77452087402344,,,170.0,159.0,,,580.0,458.681884765625,125.18495178222656,103.237548828125,137.12669372558594,280.0,665.2590942382812,33.928871154785156,140.0,6507.91845703125,6.628629207611084,200.87179565429688,91.0
2020-02-10,67.77452087402344,,,168.0,159.0,,,625.0,470.8592529296875,125.18495178222656,103.237548828125,136.29562377929688,284.0,656.2692260742188,33.928871154785156,140.0,6458.04931640625,6.482944488525391,200.87179565429688,98.0
2020-02-11,67.77452087402344,,,170.0,159.0,,,625.0,454.62274169921875,125.18495178222656,100.15582275390625,135.4645538330078,280.0,651.774169921875,34.26150894165039,134.0,6532.85302734375,6.5557861328125,199.48646545410156,95.0
2020-02-12,67.77452087402344,,,164.0,159.0,,,550.0,446.5044860839844,125.18495178222656,100.15582275390625,133.8024139404297,276.0,647.2791748046875,33.928871154785156,133.0,6507.91845703125,6.410102367401123,181.47727966308594,96.0
2020-02-13,67.77452087402344,,,158.0,159.0,,,575.0,430.2679443359375,125.18495178222656,100.15582275390625,136.29562377929688,282.0,647.2791748046875,33.928871154785156,129.0,6433.11474609375,6.337259769439697,180.09193420410156,96.0
2020-02-14,67.77452087402344,,,162.0,159.0,,,575.0,438.38616943359375,125.18495178222656,100.15582275390625,132.97132873535156,290.0,642.7841796875,33.59623718261719,128.0,6433.11474609375,6.337259769439697,180.09193420410156,100.0
2020-02-17,67.77452087402344,,,162.0,158.0,,,575.0,442.4453125,125.18495178222656,100.15582275390625,136.29562377929688,302.0,656.2692260742188,33.26359939575195,129.0,6657.52587890625,6.191575527191162,199.48646545410156,93.0
2020-02-18,67.77452087402344,,,162.0,158.0,,,575.0,446.5044860839844,125.18495178222656,100.15582275390625,138.78884887695312,298.0,669.7542114257812,33.26359939575195,131.0,6956.74072265625,6.264418125152588,198.10113525390625,98.0
2020-02-19,67.77452087402344,,,162.0,168.0,,,570.0,446.5044860839844,125.18495178222656,100.92625427246094,139.6199188232422,300.0,669.7542114257812,33.0972785949707,136.0,7181.1513671875,6.264418125152588,198.10113525390625,98.0
2020-02-20,67.77452087402344,,,160.0,168.0,,,570.0,450.5635681152344,125.18495178222656,100.92625427246094,142.1131134033203,288.0,669.7542114257812,33.26359939575195,137.0,7106.34765625,6.482944488525391,198.10113525390625,100.0
2020-02-21,67.77452087402344,,,162.0,168.0,,,570.0,442.4453125,125.18495178222656,100.92625427246094,140.45098876953125,284.0,669.7542114257812,33.26359939575195,135.0,7081.41357421875,6.410102367401123,206.4130859375,99.0
2020-02-24,67.77452087402344,,,159.0,168.0,,,570.0,438.38616943359375,125.18495178222656,84.74723052978516,141.2820587158203,282.0,674.2491455078125,32.93096160888672,124.0,7081.41357421875,6.1187334060668945,206.4130859375,99.0
2020-02-25,67.77452087402344,,,159.0,168.0,,,570.0,430.2679443359375,125.18495178222656,84.74723052978516,142.9442138671875,280.0,678.744140625,31.933053970336914,120.0,7280.89013671875,6.1187334060668945,203.64244079589844,100.0
2020-02-26,67.77452087402344,,,159.0,178.0,,,595.0,405.91314697265625,125.18495178222656,107.0896987915039,136.29562377929688,286.0,669.7542114257812,31.933053970336914,119.0,7081.41357421875,5.827365875244141,203.64244079589844,100.0
2020-02-27,67.77452087402344,,,153.0,179.0,,,585.0,392.9239501953125,125.18495178222656,107.86011505126953,133.8024139404297,268.0,660.76416015625,30.602510452270508,105.0,6532.85302734375,5.900207996368408,203.64244079589844,93.0
2020-02-28,67.77452087402344,,,149.0,172.0,,,585.0,368.56915283203125,125.18495178222656,100.15582275390625,133.8024139404297,270.0,647.2791748046875,27.94141960144043,103.0,6532.85302734375,5.463155746459961,203.64244079589844,86.0
2020-03-02,67.77452087402344,,,149.0,172.0,,,575.0,370.19281005859375,125.18495178222656,100.92625427246094,133.8024139404297,240.0,647.2791748046875,28.440378189086914,101.0,6283.50732421875,5.390313625335693,203.64244079589844,90.0
2020-03-03,67.77452087402344,,,151.0,172.0,,,575.0,381.5583801269531,125.18495178222656,100.92625427246094,138.78884887695312,258.0,656.2692260742188,28.9393310546875,112.0,6333.376953125,5.754523277282715,207.7984161376953,97.0
2020-03-04,67.77452087402344,,,149.0,172.0,,,575.0,371.81640625,125.18495178222656,100.92625427246094,133.8024139404297,274.0,660.76416015625,29.60460090637207,116.0,6433.11474609375,5.900207996368408,207.7984161376953,95.0
2020-03-05,67.77452087402344,,,151.0,172.0,,,575.0,368.56915283203125,125.18495178222656,98.61497497558594,132.97132873535156,262.0,665.2590942382812,29.105649948120117,112.0,6208.70361328125,5.827365875244141,206.4130859375,95.0
2020-03-06,67.77452087402344,,,149.0,172.0,,,580.0,373.4400939941406,125.18495178222656,98.61497497558594,137.12669372558594,268.0,665.2590942382812,29.438289642333984,111.0,5909.4892578125,5.754523277282715,206.4130859375,91.0
2020-03-09,67.77452087402344,178.0,,143.0,172.0,,,580.0,280.8918762207031,125.18495178222656,100.15582275390625,135.4645538330078,234.0,656.2692260742188,27.94141960144043,98.0,5485.6015625,5.5359978675842285,206.4130859375,90.0
2020-03-10,67.77452087402344,200.0,,140.0,172.0,,,585.0,264.6553955078125,125.18495178222656,100.15582275390625,136.29562377929688,268.0,660.76416015625,27.94141960144043,101.0,5535.47119140625,5.463155746459961,206.4130859375,85.0
2020-03-11,67.77452087402344,202.0,,141.0,155.0,,,585.0,254.91346740722656,125.18495178222656,100.15582275390625,130.47813415527344,242.0,651.774169921875,26.777196884155273,100.0,5286.12548828125,5.317472457885742,206.4130859375,82.0
2020-03-12,67.77452087402344,208.0,,134.0,186.0,,,585.0,245.17156982421875,125.18495178222656,100.15582275390625,129.64707946777344,240.0,629.2991333007812,25.779287338256836,90.0,5261.19140625,4.953261375427246,206.4130859375,80.0
2020-03-13,67.77452087402344,200.0,,138.0,186.0,,,585.0,240.30059814453125,125.18495178222656,99.3853988647461,128.8159942626953,240.0,633.794189453125,25.779287338256836,86.0,5111.583984375,4.807576656341553,206.4130859375,80.0
2020-03-16,67.77452087402344,190.0,,130.0,186.0,,,585.0,233.8059539794922,125.18495178222656,97.84453582763672,123.82955169677734,210.0,629.2991333007812,25.779287338256836,80.0,4827.330078125,4.516208648681641,206.4130859375,85.0
2020-03-17,67.77452087402344,189.0,,129.0,186.0,,,585.0,220.81675720214844,125.18495178222656,97.84453582763672,115.51886749267578,196.0,602.3292236328125,21.455020904541016,75.0,4518.140625,4.22484016418457,203.64244079589844,87.0
2020-03-18,67.77452087402344,180.0,,127.0,186.0,,,575.0,232.1823272705078,125.18495178222656,114.79399108886719,109.70135498046875,183.0,588.8442993164062,21.2887020111084,70.0,4727.59130859375,4.079155445098877,203.64244079589844,81.0
2020-03-19,67.77452087402344,197.0,,119.0,186.0,,,575.0,215.94581604003906,125.18495178222656,107.0896987915039,102.22171783447266,171.0,588.8442993164062,20.457115173339844,66.0,4857.2509765625,4.006314277648926,207.7984161376953,76.0
2020-03-20,67.77452087402344,200.0,,116.0,186.0,,,575.0,201.3329315185547,125.18495178222656,122.49828338623047,112.194580078125,165.0,593.3392944335938,21.455020904541016,71.0,5186.38720703125,4.370524883270264,207.7984161376953,71.0
2020-03-23,67.77452087402344,193.0,,120.0,186.0,,,575.0,188.3437042236328,125.18495178222656,118.64613342285156,104.71493530273438,154.0,588.8442993164062,19.958158493041992,67.0,4827.330078125,5.317472457885742,207.7984161376953,71.0
2020-03-24,67.77452087402344,193.0,,125.0,197.0,,,585.0,196.46197509765625,125.18495178222656,118.64613342285156,99.72850799560547,152.0,588.8442993164062,18.793935775756836,69.0,4508.16748046875,5.973049163818359,203.64244079589844,75.0
2020-03-26,67.77452087402344,210.0,,138.0,197.0,,,600.0,238.6769256591797,125.18495178222656,118.64613342285156,113.85671997070312,162.0,593.3392944335938,19.292888641357422,79.0,4976.9375,5.900207996368408,203.64244079589844,99.0
2020-03-27,67.77452087402344,248.0,,154.0,197.0,,,615.0,240.30059814453125,125.18495178222656,118.64613342285156,118.01206970214844,218.0,602.3292236328125,21.455020904541016,82.0,4986.91064453125,5.973049163818359,203.64244079589844,99.0
2020-03-30,67.77452087402344,242.0,,144.0,197.0,,,615.0,224.0640411376953,125.18495178222656,118.64613342285156,114.68778228759766,204.0,597.8341674804688,20.457115173339844,77.0,4827.330078125,5.681682109832764,203.64244079589844,93.0
2020-03-31,67.77452087402344,238.0,,151.0,197.0,,,625.0,225.6876983642578,125.18495178222656,118.64613342285156,129.64707946777344,192.0,597.8341674804688,21.455020904541016,83.0,4827.330078125,5.900207996368408,207.7984161376953,87.0
2020-04-01,67.77452087402344,228.0,,150.0,206.0,,,625.0,215.94581604003906,125.18495178222656,118.64613342285156,121.33635711669922,212.0,606.82421875,23.617155075073242,85.0,4707.6435546875,5.754523277282715,207.7984161376953,81.0
2020-04-02,67.77452087402344,226.0,,155.0,206.0,,,585.0,227.31137084960938,125.18495178222656,118.64613342285156,113.85671997070312,200.0,602.3292236328125,23.28451919555664,114.0,4787.4345703125,5.827365875244141,207.7984161376953,77.0
2020-04-03,67.77452087402344,268.0,,160.0,206.0,,,600.0,238.6769256591797,125.18495178222656,118.64613342285156,122.99848937988281,228.0,606.82421875,25.61297035217285,114.0,4817.35546875,7.211366176605225,206.4130859375,88.0
2020-04-06,67.77452087402344,268.0,,163.0,206.0,,,600.0,241.9242401123047,125.18495178222656,118.64613342285156,120.50529479980469,228.0,602.3292236328125,25.446651458740234,118.0,4976.9375,7.138523578643799,206.4130859375,92.0
2020-04-07,67.77452087402344,250.0,,162.0,206.0,,,600.0,241.9242401123047,125.18495178222656,115.56440734863281,118.01206970214844,222.0,602.3292236328125,24.947696685791016,115.0,5061.71484375,6.701470375061035,205.0277557373047,92.0
2020-04-08,67.77452087402344,240.0,,152.0,206.0,,,600.0,261.4080505371094,125.18495178222656,107.86011505126953,113.85671997070312,234.0,593.3392944335938,23.28451919555664,107.0,4837.30322265625,6.5557861328125,203.64244079589844,90.0
2020-04-09,67.77452087402344,242.0,,155.0,206.0,,,600.0,258.1607666015625,125.18495178222656,107.86011505126953,113.02565002441406,236.0,579.8543090820312,23.28451919555664,104.0,4508.16748046875,6.337259769439697,207.7984161376953,85.0
2020-04-13,67.77452087402344,238.0,,156.0,206.0,,,600.0,259.7843933105469,125.18495178222656,100.92625427246094,119.67420959472656,220.0,584.3492431640625,23.617155075073242,112.0,4198.97900390625,6.191575527191162,207.7984161376953,89.0
2020-04-14,67.77452087402344,240.0,,159.0,206.0,,,600.0,266.2790222167969,125.18495178222656,94.7628173828125,119.67420959472656,218.0,602.3292236328125,23.94978904724121,130.0,4358.56005859375,6.992839813232422,207.7984161376953,89.0
2020-04-15,67.77452087402344,250.0,,156.0,206.0,,,600.0,261.4080505371094,125.18495178222656,94.7628173828125,116.34992980957031,224.0,602.3292236328125,23.28451919555664,121.0,4657.77490234375,6.84715461730957,206.4130859375,89.0
2020-04-16,67.77452087402344,248.0,,160.0,206.0,,,600.0,254.91346740722656,125.18495178222656,92.45152282714844,109.70135498046875,220.0,597.8341674804688,23.118200302124023,118.0,4657.77490234375,7.357050895690918,205.0277557373047,83.0
2020-04-17,67.77452087402344,246.0,,160.0,206.0,,,600.0,258.1607666015625,125.18495178222656,88.5993881225586,109.70135498046875,224.0,593.3392944335938,24.116107940673828,119.0,4667.748046875,7.065680980682373,202.2571258544922,83.0
2020-04-20,67.77452087402344,240.0,,157.0,206.0,,,600.0,246.79519653320312,125.18495178222656,88.5993881225586,113.02565002441406,210.0,579.8543090820312,23.783472061157227,112.0,4577.984375,6.992839813232422,202.2571258544922,78.0
2020-04-21,67.77452087402344,236.0,,154.0,206.0,,,600.0,241.9242401123047,125.18495178222656,88.5993881225586,118.84314727783203,196.0,579.8543090820312,23.94978904724121,119.0,4677.72265625,7.794100761413574,202.2571258544922,73.0
2020-04-22,67.77452087402344,240.0,,155.0,206.0,,,600.0,245.17156982421875,125.18495178222656,84.74723052978516,118.01206970214844,200.0,606.82421875,23.617155075073242,123.0,4538.0888671875,7.502734184265137,202.2571258544922,73.0
2020-04-23,67.77452087402344,230.0,,157.0,206.0,,,600.0,246.79519653320312,125.18495178222656,84.74723052978516,117.1810073852539,200.0,602.3292236328125,23.783472061157227,122.0,4647.80078125,7.429891586303711,202.2571258544922,80.0
2020-04-24,67.77452087402344,236.0,,153.0,206.0,,,600.0,243.5478973388672,125.18495178222656,84.74723052978516,113.85671997070312,198.0,593.3392944335938,24.116107940673828,119.0,4787.4345703125,7.721259117126465,202.2571258544922,80.0
2020-04-27,67.77452087402344,232.0,,157.0,206.0,,,600.0,246.79519653320312,125.18495178222656,84.74723052978516,113.85671997070312,188.0,602.3292236328125,23.783472061157227,121.0,4907.1201171875,7.284207344055176,188.40390014648438,75.0
2020-04-28,67.77452087402344,228.0,,163.0,206.0,,,600.0,243.5478973388672,125.18495178222656,84.74723052978516,118.01206970214844,188.0,593.3392944335938,23.450836181640625,123.0,4677.72265625,7.065680980682373,187.01856994628906,70.0
2020-04-29,67.77452087402344,240.0,,177.0,206.0,,,600.0,243.5478973388672,125.18495178222656,84.74723052978516,113.85671997070312,216.0,593.3392944335938,23.617155075073242,125.0,4418.40283203125,7.138523578643799,174.55067443847656,73.0
2020-04-30,67.77452087402344,244.0,,178.0,206.0,,,600.0,250.04249572753906,125.18495178222656,92.45152282714844,114.68778228759766,202.0,584.3492431640625,24.448741912841797,122.0,4458.2978515625,7.065680980682373,174.55067443847656,72.0
2020-05-04,67.77452087402344,248.0,,176.0,206.0,,,605.0,240.30059814453125,125.18495178222656,87.8289566040039,115.51886749267578,190.0,584.3492431640625,23.94978904724121,120.0,4258.82177734375,6.84715461730957,171.780029296875,71.0
2020-05-05,67.77452087402344,254.0,,181.0,206.0,,,605.0,245.17156982421875,125.18495178222656,89.36981201171875,113.85671997070312,199.0,593.3392944335938,25.446651458740234,128.0,4288.7431640625,6.774312973022461,166.23870849609375,71.0
2020-05-06,67.77452087402344,246.0,,189.0,206.0,,,605.0,243.5478973388672,125.18495178222656,89.36981201171875,113.85671997070312,208.0,602.3292236328125,25.446651458740234,141.0,4408.42919921875,6.84715461730957,166.23870849609375,75.0
2020-05-08,67.77452087402344,252.0,,200.0,206.0,,,605.0,248.41883850097656,125.18495178222656,89.36981201171875,117.1810073852539,210.0,602.3292236328125,25.28033447265625,138.0,4737.56494140625,6.701470375061035,156.54147338867188,74.0
2020-05-11,67.77452087402344,246.0,,200.0,206.0,,,595.0,271.14996337890625,125.18495178222656,89.36981201171875,117.1810073852539,206.0,597.8341674804688,24.947696685791016,135.0,4986.91064453125,6.774312973022461,156.54147338867188,73.0
2020-05-12,67.77452087402344,236.0,,206.0,206.0,,,600.0,280.8918762207031,125.18495178222656,89.36981201171875,116.34992980957031,204.0,588.8442993164062,24.7813777923584,130.0,4787.4345703125,6.628629207611084,156.54147338867188,68.0
2020-05-13,67.77452087402344,228.0,,206.0,206.0,,,560.0,269.52630615234375,125.18495178222656,117.87569427490234,115.51886749267578,200.0,575.3592529296875,24.116107940673828,139.0,4986.91064453125,6.482944488525391,156.54147338867188,68.0
2020-05-14,67.77452087402344,230.0,,200.0,206.0,,,565.0,266.2790222167969,125.18495178222656,111.71226501464844,114.68778228759766,206.0,575.3592529296875,24.116107940673828,130.0,4966.962890625,6.482944488525391,156.54147338867188,68.0
2020-05-15,67.77452087402344,234.0,,236.0,206.0,,,530.0,256.5371398925781,125.18495178222656,104.00796508789062,112.194580078125,199.0,579.8543090820312,23.783472061157227,127.0,4837.30322265625,6.628629207611084,156.54147338867188,68.0
2020-05-18,67.77452087402344,240.0,,226.0,200.0,,,535.0,251.6661376953125,125.18495178222656,109.4009780883789,113.02565002441406,206.0,579.8543090820312,24.116107940673828,128.0,4568.01025390625,6.628629207611084,156.54147338867188,65.0
2020-05-19,67.77452087402344,242.0,,224.0,200.0,,,535.0,253.28977966308594,125.18495178222656,109.4009780883789,116.34992980957031,204.0,584.3492431640625,24.448741912841797,127.0,4857.2509765625,6.628629207611084,156.54147338867188,62.0
2020-05-20,67.77452087402344,240.0,,218.0,200.0,,,535.0,258.1607666015625,125.18495178222656,104.00796508789062,116.34992980957031,191.0,579.8543090820312,24.448741912841797,126.0,4827.330078125,6.5557861328125,156.54147338867188,64.0
2020-05-26,67.77452087402344,244.0,,222.0,200.0,,,530.0,254.91346740722656,125.18495178222656,102.46710968017578,116.34992980957031,200.0,566.3692626953125,23.94978904724121,129.0,4976.9375,6.701470375061035,156.54147338867188,64.0
2020-05-27,67.77452087402344,248.0,,228.0,200.0,,,535.0,263.0317077636719,125.18495178222656,95.53324890136719,117.1810073852539,200.0,539.3992919921875,23.94978904724121,137.0,4937.04150390625,6.482944488525391,156.54147338867188,64.0
2020-05-28,67.77452087402344,248.0,,224.0,200.0,,,535.0,274.39727783203125,125.18495178222656,112.48269653320312,115.51886749267578,194.0,539.3992919921875,23.783472061157227,133.0,5086.64892578125,6.628629207611084,156.54147338867188,63.0
2020-05-29,67.77452087402344,248.0,,218.0,222.0,,,535.0,274.39727783203125,125.18495178222656,113.25313568115234,117.1810073852539,194.0,503.4393310546875,23.783472061157227,131.0,5186.38720703125,6.628629207611084,156.54147338867188,73.0
2020-06-02,67.77452087402344,252.0,,222.0,222.0,,,530.0,276.0209655761719,125.18495178222656,109.4009780883789,121.33635711669922,194.0,471.9743957519531,23.94978904724121,128.0,5011.84521484375,6.774312973022461,156.54147338867188,73.0
2020-06-03,67.77452087402344,250.0,,220.0,222.0,,,535.0,287.38653564453125,125.18495178222656,102.46710968017578,124.66064453125,194.0,440.50946044921875,24.7813777923584,127.0,5111.583984375,6.919996738433838,156.54147338867188,76.0
2020-06-04,67.77452087402344,246.0,,244.0,222.0,,,545.0,295.5047912597656,125.18495178222656,102.46710968017578,125.49170684814453,190.0,449.49945068359375,24.7813777923584,130.0,5011.84521484375,7.648416996002197,156.54147338867188,80.0
2020-06-05,67.77452087402344,244.0,,238.0,222.0,,,545.0,308.4939880371094,125.18495178222656,117.10528564453125,125.49170684814453,192.0,462.9844055175781,24.7813777923584,130.0,5036.77978515625,7.648416996002197,191.17454528808594,82.0
2020-06-08,67.77452087402344,252.0,,246.0,222.0,,,545.0,339.3433837890625,125.18495178222656,110.94183349609375,128.8159942626953,230.0,462.9844055175781,26.94351577758789,140.0,5011.84521484375,7.939785480499268,189.78921508789062,88.0
2020-06-09,67.77452087402344,250.0,,242.0,222.0,,,545.0,357.2035827636719,125.18495178222656,109.4009780883789,141.2820587158203,214.0,431.5194396972656,28.77301025390625,137.0,4956.98974609375,7.429891586303711,189.78921508789062,89.0
2020-06-10,67.77452087402344,240.0,,228.0,222.0,,,545.0,332.8487854003906,125.18495178222656,107.86011505126953,137.957763671875,200.0,435.1154479980469,26.94351577758789,130.0,4617.87939453125,7.648416996002197,191.17454528808594,89.0
2020-06-11,67.77452087402344,240.0,,218.0,222.0,,,545.0,311.7413330078125,125.18495178222656,108.63055419921875,140.45098876953125,199.0,476.4693908691406,26.111921310424805,128.0,4687.69580078125,8.158310890197754,206.4130859375,86.0
2020-06-12,67.77452087402344,236.0,,208.0,222.0,,,545.0,319.8595886230469,125.18495178222656,104.00796508789062,141.30738830566406,199.0,453.99444580078125,26.278242111206055,128.0,4657.77490234375,8.303996086120605,193.94517517089844,83.0
2020-06-15,67.77452087402344,268.0,,230.0,208.0,,,545.0,319.8595886230469,125.18495178222656,100.15582275390625,137.8817596435547,196.0,440.50946044921875,26.44455909729004,122.0,4378.5078125,8.158310890197754,193.94517517089844,81.0
2020-06-16,67.77452087402344,282.0,,238.0,200.0,,,545.0,339.3433837890625,125.18495178222656,109.4009780883789,138.7381591796875,210.0,447.7014465332031,28.107736587524414,127.0,4637.8271484375,8.52252197265625,181.47727966308594,89.0
2020-06-17,67.77452087402344,280.0,,244.0,200.0,,,545.0,344.21435546875,125.18495178222656,103.237548828125,137.8817596435547,206.0,449.49945068359375,27.442468643188477,130.0,4807.38232421875,8.741049766540527,181.47727966308594,89.0
2020-06-18,67.77452087402344,278.0,,246.0,186.0,,,545.0,352.3326110839844,125.18495178222656,107.86011505126953,138.7381591796875,228.0,445.9034423828125,27.608787536621094,131.0,4827.330078125,9.10525894165039,181.47727966308594,91.0
2020-06-19,67.77452087402344,308.0,,244.0,185.0,,,545.0,355.57989501953125,125.18495178222656,107.0896987915039,155.00991821289062,224.0,480.9643859863281,27.442468643188477,128.0,4986.91064453125,9.469470024108887,181.47727966308594,93.0
2020-06-22,67.77452087402344,296.0,,280.0,185.0,,,545.0,375.063720703125,125.18495178222656,106.31926727294922,147.30226135253906,210.0,503.4393310546875,27.442468643188477,128.0,5036.77978515625,9.178101539611816,181.47727966308594,92.0
2020-06-23,67.77452087402344,278.0,,286.0,185.0,,,545.0,386.4292907714844,125.18495178222656,106.31926727294922,142.16378784179688,214.0,516.9243774414062,27.442468643188477,127.0,5186.38720703125,9.178101539611816,181.47727966308594,90.0
2020-06-24,67.77452087402344,262.0,,290.0,185.0,,,545.0,405.91314697265625,125.18495178222656,105.548828125,145.5894317626953,202.0,539.3992919921875,27.442468643188477,127.0,5410.79833984375,9.178101539611816,181.47727966308594,92.0
2020-06-25,67.77452087402344,244.0,,300.0,185.0,,,520.0,394.5475769042969,125.18495178222656,104.00796508789062,142.16378784179688,200.0,516.9243774414062,26.94351577758789,126.0,5335.994140625,8.959575653076172,198.10113525390625,92.0
